stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,level_id,platform_code
474970,,"Parsons St @ Yosemite Pkwy/Rancho San Miguel (soutbound)","",37.293819,-120.451699,,,0,,,0,,
474971,,"Parsons @ Golden Valley HS (southbound)","",37.288996,-120.451732,,,0,,,0,,
474972,,"Yosemite Pkwy @ Cypress (to Transpo)","",37.295163,-120.463833,,,0,,,0,,
474973,,"Yosemite Pkwy @ Rose (to Transpo)","",37.295163,-120.459729,,,0,,,0,,
474974,,"Yosemite Pkwy @ Shirley (to Transpo)","",37.295159,-120.457213,,,0,,,0,,
474975,,"Yosemite Pkwy @ Carol (to Transpo)","",37.295129,-120.454906,,,0,,,0,,
474984,,"G St @ Columbia Ave (northbound)","",37.324979,-120.468982,,,0,,,0,,
474985,,"Yosemite Ave @ Cordova Ave (eastbound)","",37.332085,-120.462824,,,0,,,0,,
474986,,"Paulson Rd @ Yosemite Ave (northbound)","",37.332665,-120.459831,,,0,,,0,,
474987,,"Mercy Ave @ Paulson Rd (westbound)","",37.338048,-120.460399,,,0,,,0,,
475000,,"Buena Vista Plaza (north/south bound)","",37.326316,-120.503299,,,0,,,0,,
475001,,"Wal-Mart (northbound)","",37.317547,-120.499497,,,0,,,0,,
475003,,"Wal-Mart (southbound)","",37.317591,-120.499693,,,0,,,0,,
475013,,"Yosemite Ave @ G st (eastbound)","",37.332051,-120.468221,,,0,,,0,,
475017,,"21st @ G ST (westbound)","",37.302354,-120.472544,,,0,,,0,,
475025,,"Cooper @ Scholle Corp (westbound)","",37.316361,-120.517133,,,0,,,0,,
475026,,"Beachwood @ Oakland (southbound)","",37.320755,-120.528179,,,0,,,0,,
475027,,"Cooper @ Scholle Corp (easttbound)","",37.316297,-120.517589,,,0,,,0,,
475030,,"Turlock Transpo (to Merced)","",37.507141,-120.858768,,,0,,,0,,
475040,,"Hwy 59 @ willowbrook (northbound)","",37.315917,-120.504968,,,0,,,0,,
475041,,"Hwy 59 @ Willowbrook (southbound)","",37.315124,-120.505117,,,0,,,0,,
475042,,"Hwy 59 @ Riviera MHP (southbound)","",37.311216,-120.505203,,,0,,,0,,
475045,,"Main @ Shopping Center (northbound)","",37.386266,-120.723159,,,0,,,0,,
475058,,"Atwater Transpo (eastbound)","",37.345596,-120.608435,,,0,,,0,,
498174,,"M St @ Trudy Way (northbound)","",37.284417,-120.492767,,,0,,,0,,
498184,,"Meadows @ Olive (southbound)","",37.320559,-120.490478,,,0,,,0,,
498700,,"Loughborough @ Village Meadow Apts (westbound)","",37.323485,-120.487908,,,0,,,0,,
5772516,,"San Luis Plaza (Eastbound)","",37.055686,-120.865761,,,0,,,0,,
6918110,,"University Transit Center ","",37.361466,-120.428056,,,0,,,0,,
8059494,,"8th St @ F St (southbound)","",37.381986,-120.716503,,,0,,,0,,
8060175,,"Livingston Health Center (Eastbound)","",37.385861,-120.732865,,,0,,,0,,
8062817,,"Mains St at C St Southbound ","",37.385461,-120.723358,,,0,,,0,,
8062818,,"F St at 6th St (eastbound)","",37.382225,-120.719762,,,0,,,0,,
8062819,,"Park St @ 7th St (westbound)","",37.378642,-120.718904,,,0,,,0,,
8062820,,"Main St at Park St (Southbound)","",37.37847,-120.723525,,,0,,,0,,
8062821,,"Peach Ave @ Main St (westbound)","",37.375052,-120.723956,,,0,,,0,,
8062822,,"Peach Ave at Palace Ln (eastbound)","",37.375075,-120.731288,,,0,,,0,,
8062823,,"Winton Parkway @ Mont Cliff Way (northboud)","",37.37916,-120.734663,,,0,,,0,,
8062824,,"F St at Robin Ave (westbound)","",37.382311,-120.741294,,,0,,,0,,
8062827,,"B St at Main St (westbound)","",37.385961,-120.723672,,,0,,,0,,
8062856,,"Target Los Banos","",37.054302,-120.877364,,,0,,,0,,
8062857,,"San Luis Plaza (westbound)","",37.055519,-120.866093,,,0,,,0,,
8065473,,"M St at Cardella Rd","",37.347454,-120.477359,,,0,,,0,,
8065474,,"G St @ Mandeville Lane","",37.357317,-120.468869,,,0,,,0,,
8065475,,"G St at Foothill Dr","",37.353476,-120.468912,,,0,,,0,,
8065932,,"B St and Childs- The Retreat at Merced Apartments","",37.288999,-120.472427,,,0,,,0,,
8065933,,"E Childs Ave @ G St (eastbound)","",37.288187,-120.481409,,,0,,,0,,
8065934,,"Merced Rescue Mission ","",37.284644,-120.484662,,,0,,,0,,
8065945,,"Stanford at Sutter (eastbound)","",37.291818,-120.320709,,,0,,,0,,
8065946,,"E Jackson St at McDowell (westbound)","",37.232295,-120.25446,,,0,,,0,,
8068151,,"Walmart Los Banos","",37.054239,-120.877606,,,0,,,0,,
